sample_id,map_id,tx_id,ratio,sample_count,nmse,rmse_db,mae_db,time_sec,fig_path
s094_tx24,94,24,0.01,609,0.002213819361818225,2.2149377352491313,0.5851583994425397,2.3578613999998197,kriging_results\s094_tx24\map94_tx24_ratio0_0100.png
s094_tx24,94,24,0.02,1218,0.0015650192709584707,1.8623027155890586,0.43804484367417595,3.8013809000003675,kriging_results\s094_tx24\map94_tx24_ratio0_0200.png
s094_tx27,94,27,0.005,305,0.0027488276422784606,2.5383433288340638,0.8658321034211878,1.450934899999993,kriging_results\s094_tx27\map94_tx27_ratio0_0050.png
s094_tx27,94,27,0.01,609,0.0024900451914213854,2.4159069597492393,0.6436140500962914,2.433186399999613,kriging_results\s094_tx27\map94_tx27_ratio0_0100.png
s094_tx27,94,27,0.02,1218,0.0016534938143551842,1.9686924968951716,0.4419933308252987,3.6134617000006983,kriging_results\s094_tx27\map94_tx27_ratio0_0200.png
s094_tx30,94,30,0.005,305,0.0031451856147768275,2.7197531874119654,1.0109582335534617,1.396478599999682,kriging_results\s094_tx30\map94_tx30_ratio0_0050.png
s094_tx30,94,30,0.01,609,0.002766753452865445,2.5508892197217845,0.7300581478075228,2.2136915000000954,kriging_results\s094_tx30\map94_tx30_ratio0_0100.png
s094_tx30,94,30,0.02,1218,0.0016704120106194578,1.9820662398927031,0.48885719128526833,3.7288369999996576,kriging_results\s094_tx30\map94_tx30_ratio0_0200.png
s094_tx36,94,36,0.005,305,0.002332377199846086,2.349669096762235,0.7950067610517229,1.5246079999997164,kriging_results\s094_tx36\map94_tx36_ratio0_0050.png
s094_tx36,94,36,0.01,609,0.002431144482700617,2.3989029659128303,0.6506396301831896,2.3712132999999085,kriging_results\s094_tx36\map94_tx36_ratio0_0100.png
s094_tx36,94,36,0.02,1218,0.0017230340999962596,2.0195482783504377,0.46892011719110877,3.7221097000001464,kriging_results\s094_tx36\map94_tx36_ratio0_0200.png
s094_tx41,94,41,0.005,305,0.002296557417777887,2.3215701281728207,0.7827420190902034,1.4627065999993647,kriging_results\s094_tx41\map94_tx41_ratio0_0050.png
s094_tx41,94,41,0.01,609,0.0021006719610899187,2.2203542684866284,0.5500466370564177,2.350376999999753,kriging_results\s094_tx41\map94_tx41_ratio0_0100.png
s094_tx41,94,41,0.02,1218,0.0016087559935293236,1.9430691019655253,0.3965762036541404,3.7227709999997387,kriging_results\s094_tx41\map94_tx41_ratio0_0200.png
s094_tx43,94,43,0.005,305,0.002541030754852942,2.37380200236917,0.7853073794754798,1.4827565000005052,kriging_results\s094_tx43\map94_tx43_ratio0_0050.png
s094_tx43,94,43,0.01,609,0.0026230554647269765,2.411810917562077,0.5650230192316988,2.3561145000003307,kriging_results\s094_tx43\map94_tx43_ratio0_0100.png
s094_tx43,94,43,0.02,1218,0.001632337920598074,1.9025871575160913,0.3938990031640885,3.9185929999994187,kriging_results\s094_tx43\map94_tx43_ratio0_0200.png
s094_tx46,94,46,0.005,305,0.0030298051710492577,2.720422819447423,0.9654802071810696,1.4929116000002978,kriging_results\s094_tx46\map94_tx46_ratio0_0050.png
s094_tx46,94,46,0.01,609,0.002362970851254626,2.402471397143375,0.6316371935705757,2.3163721999999325,kriging_results\s094_tx46\map94_tx46_ratio0_0100.png
s094_tx46,94,46,0.02,1218,0.0016279077734581173,1.9940862742643148,0.4471346271418471,3.8289574999998877,kriging_results\s094_tx46\map94_tx46_ratio0_0200.png
s094_tx48,94,48,0.005,305,0.003086811609021006,2.6110046194211227,0.8278797843905914,1.5446130999998786,kriging_results\s094_tx48\map94_tx48_ratio0_0050.png
s094_tx48,94,48,0.01,609,0.0022719264083787584,2.2400087709334953,0.5362580186744662,2.3273880999995527,kriging_results\s094_tx48\map94_tx48_ratio0_0100.png
s094_tx48,94,48,0.02,1218,0.0018590685664608387,2.026283906494799,0.3837989325835619,3.74062959999992,kriging_results\s094_tx48\map94_tx48_ratio0_0200.png
